"V","Ib","Ie"
0.0,-2.042e-07,-6.4e-09
0.001001001001,-6e-08,-1e-10
0.002002002002,-2.02e-08,-5e-10
0.003003003003,-1.47e-08,-4e-10
0.004004004004,-1.18e-08,-5e-10
0.00500500500501,-9.5e-09,-3e-10
0.00600600600601,-8.2e-09,-3e-10
0.00700700700701,-7.3e-09,-1e-10
0.00800800800801,-6.4e-09,-2e-10
0.00900900900901,-6.1e-09,-2e-10
0.01001001001,-5.6e-09,-5e-10
0.011011011011,-5.1e-09,-3e-10
0.012012012012,-4.9e-09,-3e-10
0.013013013013,-4.5e-09,-2e-10
0.014014014014,-3.9e-09,-7e-10
0.015015015015,-3.8e-09,-3e-10
0.016016016016,-3.6e-09,-4e-10
0.017017017017,-3.4e-09,-3e-10
0.018018018018,-3.3e-09,-4e-10
0.019019019019,-3.4e-09,-5e-10
0.02002002002,-3.2e-09,-5e-10
0.021021021021,-3e-09,-4e-10
0.022022022022,-2.7e-09,-4e-10
0.023023023023,-2.6e-09,-5e-10
0.024024024024,-2.8e-09,-1e-10
0.025025025025,-2.7e-09,-4e-10
0.026026026026,-2.4e-09,-2e-10
0.027027027027,-2.6e-09,-5e-10
0.028028028028,-2.5e-09,-3e-10
0.029029029029,-2.2e-09,-3e-10
0.03003003003,-2.2e-09,-3e-10
0.031031031031,-2e-09,-5e-10
0.032032032032,-2.3e-09,-5e-10
0.033033033033,-2e-09,-3e-10
0.034034034034,-1.9e-09,-4e-10
0.035035035035,-2e-09,-7e-10
0.036036036036,-2.1e-09,-7e-10
0.037037037037,-1.9e-09,-8e-10
0.038038038038,-1.8e-09,-5e-10
0.039039039039,-1.8e-09,-3e-10
0.04004004004,-1.7e-09,-4e-10
0.041041041041,-1.6e-09,-3e-10
0.042042042042,-1.6e-09,-5e-10
0.043043043043,-1.7e-09,-5e-10
0.044044044044,-1.4e-09,-3e-10
0.045045045045,-1.6e-09,-5e-10
0.046046046046,-1.5e-09,-3e-10
0.047047047047,-1.5e-09,-6e-10
0.048048048048,-1.5e-09,-8e-10
0.049049049049,-1.4e-09,-2e-10
0.0500500500501,-1.5e-09,-4e-10
0.0510510510511,-1.4e-09,-7e-10
0.0520520520521,-1.4e-09,-5e-10
0.0530530530531,-1.5e-09,-3e-10
0.0540540540541,-1.5e-09,-5e-10
0.0550550550551,-1.3e-09,-4e-10
0.0560560560561,-1.2e-09,-4e-10
0.0570570570571,-1.2e-09,-3e-10
0.0580580580581,-1.4e-09,-7e-10
0.0590590590591,-1.3e-09,0.0
0.0600600600601,-1e-09,-5e-10
0.0610610610611,-1.1e-09,-6e-10
0.0620620620621,-1.3e-09,-6e-10
0.0630630630631,-1e-09,-4e-10
0.0640640640641,-1e-09,-5e-10
0.0650650650651,-1.2e-09,-4e-10
0.0660660660661,-1.1e-09,-4e-10
0.0670670670671,-8e-10,-5e-10
0.0680680680681,-1.2e-09,-3e-10
0.0690690690691,-1.2e-09,-7e-10
0.0700700700701,-9e-10,-4e-10
0.0710710710711,-9e-10,-4e-10
0.0720720720721,-1.3e-09,-4e-10
0.0730730730731,-1.1e-09,-6e-10
0.0740740740741,-1e-09,-4e-10
0.0750750750751,-1.2e-09,-3e-10
0.0760760760761,-1.2e-09,-4e-10
0.0770770770771,-1e-09,-1e-10
0.0780780780781,-1e-09,-3e-10
0.0790790790791,-9e-10,-4e-10
0.0800800800801,-9e-10,-2e-10
0.0810810810811,-8e-10,-4e-10
0.0820820820821,-1e-09,-4e-10
0.0830830830831,-8e-10,-2e-10
0.0840840840841,-1e-09,-4e-10
0.0850850850851,-9e-10,-5e-10
0.0860860860861,-7e-10,-2e-10
0.0870870870871,-8e-10,-5e-10
0.0880880880881,-1e-09,-7e-10
0.0890890890891,-9e-10,-4e-10
0.0900900900901,-7e-10,-7e-10
0.0910910910911,-6e-10,-3e-10
0.0920920920921,-1e-09,-5e-10
0.0930930930931,-7e-10,-3e-10
0.0940940940941,-8e-10,-4e-10
0.0950950950951,-5e-10,-2e-10
0.0960960960961,-8e-10,-5e-10
0.0970970970971,-7e-10,-7e-10
0.0980980980981,-9e-10,-3e-10
0.0990990990991,-8e-10,-3e-10
0.1001001001,-8e-10,-7e-10
0.101101101101,-3e-10,-2e-10
0.102102102102,-4e-10,-6e-10
0.103103103103,-7e-10,-7e-10
0.104104104104,-5e-10,-5e-10
0.105105105105,-9e-10,-5e-10
0.106106106106,-7e-10,-3e-10
0.107107107107,-5e-10,-5e-10
0.108108108108,-6e-10,-2e-10
0.109109109109,-7e-10,-5e-10
0.11011011011,-9e-10,-5e-10
0.111111111111,-8e-10,-5e-10
0.112112112112,-7e-10,-3e-10
0.113113113113,-6e-10,-3e-10
0.114114114114,-7e-10,-4e-10
