"Vb","Ib","Vc"
2.32732732733,6.27e-05,1.735
2.33233233233,6.33e-05,1.74
2.33733733734,6.39e-05,1.745
2.34234234234,6.46e-05,1.745
2.34734734735,6.52e-05,1.75
2.35235235235,6.58e-05,1.755
2.35735735736,6.64e-05,1.76
2.36236236236,6.71e-05,1.765
2.36736736737,6.77e-05,1.77
2.37237237237,6.83e-05,1.775
2.37737737738,6.89e-05,1.78
2.38238238238,6.95e-05,1.785
2.38738738739,7.01e-05,1.79
2.39239239239,7.08e-05,1.795
2.3973973974,7.14e-05,1.8
2.4024024024,7.2e-05,1.805
2.40740740741,7.27e-05,1.81
2.41241241241,7.33e-05,1.81
2.41741741742,7.39e-05,1.82
2.42242242242,7.45e-05,1.82
2.42742742743,7.52e-05,1.83
2.43243243243,7.58e-05,1.83
2.43743743744,7.64e-05,1.835
2.44244244244,7.71e-05,1.84
2.44744744745,7.77e-05,1.845
2.45245245245,7.84e-05,1.85
2.45745745746,7.9e-05,1.855
2.46246246246,7.97e-05,1.86
2.46746746747,8.03e-05,1.865
2.47247247247,8.1e-05,1.87
2.47747747748,8.16e-05,1.875
2.48248248248,8.23e-05,1.88
2.48748748749,8.29e-05,1.885
2.49249249249,8.36e-05,1.89
2.4974974975,8.42e-05,1.895
2.5025025025,8.5e-05,1.9
2.50750750751,8.57e-05,1.905
2.51251251251,8.63e-05,1.91
2.51751751752,8.7e-05,1.915
2.52252252252,8.76e-05,1.92
2.52752752753,8.82e-05,1.925
2.53253253253,8.89e-05,1.93
2.53753753754,8.96e-05,1.935
2.54254254254,9.02e-05,1.94
2.54754754755,9.09e-05,1.945
2.55255255255,9.15e-05,1.95
2.55755755756,9.22e-05,1.955
2.56256256256,9.28e-05,1.96
2.56756756757,9.35e-05,1.965
2.57257257257,9.41e-05,1.97
2.57757757758,9.47e-05,1.97
2.58258258258,9.54e-05,1.975
2.58758758759,9.6e-05,1.98
2.59259259259,9.66e-05,1.99
2.5975975976,9.73e-05,1.99
2.6026026026,9.79e-05,1.995
2.60760760761,9.85e-05,2.0
2.61261261261,9.92e-05,2.005
2.61761761762,9.98e-05,2.01
2.62262262262,0.0001004,2.015
2.62762762763,0.0001011,2.02
2.63263263263,0.0001017,2.025
2.63763763764,0.0001023,2.03
2.64264264264,0.000103,2.035
2.64764764765,0.0001036,2.04
2.65265265265,0.0001042,2.045
2.65765765766,0.0001049,2.05
2.66266266266,0.0001055,2.055
2.66766766767,0.0001061,2.06
2.67267267267,0.0001068,2.065
2.67767767768,0.0001074,2.065
2.68268268268,0.000108,2.07
2.68768768769,0.0001087,2.075
2.69269269269,0.0001093,2.08
2.6976976977,0.0001099,2.085
2.7027027027,0.0001106,2.09
2.70770770771,0.0001112,2.095
2.71271271271,0.0001119,2.1
2.71771771772,0.0001125,2.105
2.72272272272,0.0001132,2.11
2.72772772773,0.0001138,2.115
2.73273273273,0.0001145,2.12
2.73773773774,0.0001151,2.125
2.74274274274,0.0001158,2.13
2.74774774775,0.0001165,2.135
2.75275275275,0.0001171,2.14
2.75775775776,0.0001177,2.145
2.76276276276,0.0001184,2.15
2.76776776777,0.000119,2.155
2.77277277277,0.0001197,2.16
2.77777777778,0.0001203,2.165
2.78278278278,0.000121,2.17
2.78778778779,0.0001216,2.175
2.79279279279,0.0001223,2.18
2.7977977978,0.0001229,2.185
2.8028028028,0.0001236,2.19
2.80780780781,0.0001242,2.195
2.81281281281,0.0001249,2.2
2.81781781782,0.0001255,2.205
2.82282282282,0.0001262,2.21
2.82782782783,0.0001268,2.21
2.83283283283,0.0001274,2.22
2.83783783784,0.0001281,2.225
2.84284284284,0.0001287,2.23
2.84784784785,0.0001294,2.23
2.85285285285,0.00013,2.235
2.85785785786,0.0001306,2.24
2.86286286286,0.0001313,2.245
2.86786786787,0.0001319,2.25
2.87287287287,0.0001325,2.255
2.87787787788,0.0001332,2.26
2.88288288288,0.0001338,2.265
2.88788788789,0.0001345,2.27
2.89289289289,0.0001351,2.275
2.8978978979,0.0001357,2.28
2.9029029029,0.0001364,2.285
2.90790790791,0.000137,2.29
2.91291291291,0.0001377,2.295
2.91791791792,0.0001383,2.3
2.92292292292,0.0001389,2.305
2.92792792793,0.0001396,2.31
2.93293293293,0.0001402,2.315
2.93793793794,0.0001409,2.32
2.94294294294,0.0001415,2.325
2.94794794795,0.0001422,2.33
2.95295295295,0.0001429,2.335
2.95795795796,0.0001435,2.34
2.96296296296,0.0001442,2.345
2.96796796797,0.0001448,2.35
2.97297297297,0.0001455,2.355
2.97797797798,0.0001461,2.36
2.98298298298,0.0001468,2.365
2.98798798799,0.0001475,2.37
2.99299299299,0.0001481,2.375
2.997997998,0.0001488,2.38
3.003003003,0.0001495,2.385
3.00800800801,0.0001501,2.385
3.01301301301,0.0001508,2.395
3.01801801802,0.0001514,2.4
3.02302302302,0.0001521,2.405
3.02802802803,0.0001528,2.41
3.03303303303,0.0001534,2.415
3.03803803804,0.0001541,2.42
3.04304304304,0.0001547,2.425
3.04804804805,0.0001554,2.43
3.05305305305,0.000156,2.43
3.05805805806,0.0001567,2.44
3.06306306306,0.0001574,2.445
3.06806806807,0.000158,2.45
3.07307307307,0.0001587,2.45
3.07807807808,0.0001593,2.46
3.08308308308,0.00016,2.465
3.08808808809,0.0001606,2.47
3.09309309309,0.0001613,2.47
3.0980980981,0.0001619,2.475
3.1031031031,0.0001625,2.48
3.10810810811,0.0001632,2.485
3.11311311311,0.0001638,2.49
3.11811811812,0.0001645,2.495
3.12312312312,0.0001651,2.5
3.12812812813,0.0001658,2.505
3.13313313313,0.0001664,2.51
3.13813813814,0.000167,2.515
3.14314314314,0.0001677,2.52
3.14814814815,0.0001684,2.525
3.15315315315,0.000169,2.53
3.15815815816,0.0001697,2.535
3.16316316316,0.0001703,2.54
3.16816816817,0.0001709,2.545
3.17317317317,0.0001716,2.55
3.17817817818,0.0001722,2.555
3.18318318318,0.0001729,2.56
3.18818818819,0.0001735,2.565
3.19319319319,0.0001741,2.57
3.1981981982,0.0001748,2.575
3.2032032032,0.0001754,2.58
3.20820820821,0.0001761,2.585
3.21321321321,0.0001768,2.59
3.21821821822,0.0001774,2.595
3.22322322322,0.000178,2.6
3.22822822823,0.0001787,2.605
3.23323323323,0.0001794,2.61
3.23823823824,0.00018,2.615
3.24324324324,0.0001807,2.62
3.24824824825,0.0001813,2.625
3.25325325325,0.000182,2.63
3.25825825826,0.0001826,2.635
3.26326326326,0.0001833,2.64
3.26826826827,0.0001839,2.645
3.27327327327,0.0001846,2.65
3.27827827828,0.0001852,2.655
3.28328328328,0.0001859,2.66
3.28828828829,0.0001865,2.665
3.29329329329,0.0001872,2.665
3.2982982983,0.0001878,2.67
3.3033033033,0.0001885,2.675
3.30830830831,0.0001891,2.685
3.31331331331,0.0001898,2.69
3.31831831832,0.0001904,2.69
3.32332332332,0.0001911,2.695
3.32832832833,0.0001917,2.7
3.33333333333,0.0001924,2.705
3.33833833834,0.000193,2.71
3.34334334334,0.0001937,2.715
3.34834834835,0.0001943,2.72
3.35335335335,0.0001949,2.725
3.35835835836,0.0001956,2.73
3.36336336336,0.0001962,2.735
3.36836836837,0.0001968,2.74
3.37337337337,0.0001974,2.745
3.37837837838,0.0001981,2.75
3.38338338338,0.0001987,2.755
3.38838838839,0.0001993,2.76
3.39339339339,0.000201,2.76
3.3983983984,0.000201,2.765
3.4034034034,0.000202,2.77
3.40840840841,0.000203,2.77
3.41341341341,0.000203,2.78
3.41841841842,0.000204,2.78
3.42342342342,0.000205,2.785
3.42842842843,0.000205,2.79
3.43343343343,0.000206,2.795
3.43843843844,0.000206,2.8
3.44344344344,0.000207,2.805
3.44844844845,0.000208,2.81
3.45345345345,0.000208,2.815
3.45845845846,0.000209,2.82
3.46346346346,0.000209,2.825
3.46846846847,0.00021,2.83
3.47347347347,0.000211,2.835
3.47847847848,0.000212,2.84
3.48348348348,0.000212,2.845
3.48848848849,0.000213,2.85
3.49349349349,0.000213,2.855
3.4984984985,0.000214,2.86
3.5035035035,0.000215,2.865
3.50850850851,0.000216,2.87
3.51351351351,0.000216,2.875
3.51851851852,0.000217,2.88
3.52352352352,0.000217,2.885
3.52852852853,0.000218,2.89
3.53353353353,0.000219,2.895
3.53853853854,0.00022,2.9
3.54354354354,0.00022,2.905
3.54854854855,0.000221,2.91
3.55355355355,0.000221,2.915
3.55855855856,0.000222,2.92
3.56356356356,0.000223,2.925
3.56856856857,0.000223,2.93
3.57357357357,0.000224,2.935
3.57857857858,0.000225,2.94
3.58358358358,0.000225,2.945
3.58858858859,0.000226,2.95
3.59359359359,0.000227,2.955
3.5985985986,0.000227,2.96
3.6036036036,0.000228,2.965
3.60860860861,0.000229,2.97
3.61361361361,0.000229,2.975
3.61861861862,0.00023,2.98
3.62362362362,0.00023,2.985
3.62862862863,0.000231,2.99
3.63363363363,0.000232,2.995
3.63863863864,0.000233,3.0
3.64364364364,0.000233,3.005
3.64864864865,0.000234,3.01
3.65365365365,0.000234,3.015
3.65865865866,0.000235,3.02
3.66366366366,0.000236,3.025
3.66866866867,0.000237,3.025
3.67367367367,0.000237,3.03
3.67867867868,0.000238,3.035
3.68368368368,0.000238,3.04
3.68868868869,0.000239,3.045
3.69369369369,0.00024,3.05
3.6986986987,0.00024,3.055
3.7037037037,0.000241,3.06
3.70870870871,0.000241,3.065
3.71371371371,0.000242,3.07
3.71871871872,0.000243,3.075
3.72372372372,0.000243,3.08
3.72872872873,0.000244,3.085
3.73373373373,0.000245,3.09
3.73873873874,0.000245,3.095
3.74374374374,0.000246,3.1
3.74874874875,0.000247,3.105
3.75375375375,0.000247,3.11
3.75875875876,0.000248,3.115
3.76376376376,0.000249,3.12
3.76876876877,0.000249,3.125
3.77377377377,0.00025,3.13
3.77877877878,0.000251,3.135
3.78378378378,0.000251,3.14
3.78878878879,0.000252,3.145
3.79379379379,0.000253,3.15
3.7987987988,0.000253,3.155
3.8038038038,0.000254,3.16
3.80880880881,0.000254,3.165
3.81381381381,0.000255,3.17
3.81881881882,0.000256,3.175
3.82382382382,0.000256,3.18
3.82882882883,0.000257,3.185
3.83383383383,0.000258,3.19
3.83883883884,0.000259,3.195
3.84384384384,0.000259,3.2
3.84884884885,0.00026,3.205
3.85385385385,0.00026,3.21
3.85885885886,0.000261,3.215
3.86386386386,0.000262,3.22
3.86886886887,0.000262,3.225
3.87387387387,0.000263,3.23
3.87887887888,0.000263,3.235
3.88388388388,0.000264,3.235
3.88888888889,0.000265,3.245
3.89389389389,0.000265,3.25
3.8988988989,0.000266,3.25
3.9039039039,0.000267,3.255
3.90890890891,0.000267,3.26
3.91391391391,0.000268,3.265
3.91891891892,0.000269,3.27
3.92392392392,0.000269,3.275
3.92892892893,0.00027,3.28
3.93393393393,0.00027,3.285
3.93893893894,0.000271,3.29
3.94394394394,0.000272,3.295
3.94894894895,0.000272,3.3
3.95395395395,0.000273,3.305
3.95895895896,0.000273,3.31
3.96396396396,0.000274,3.315
3.96896896897,0.000275,3.32
3.97397397397,0.000275,3.325
3.97897897898,0.000276,3.33
3.98398398398,0.000277,3.335
3.98898898899,0.000277,3.34
