"V","Ib","Ie"
0.001,-2.042e-07,-9.9e-08
0.00100856216636,-6e-08,-4e-10
0.00101719764341,-2.45e-08,-5e-10
0.00102590705885,-1.8e-08,-6e-10
0.00103469104576,-1.46e-08,-5e-10
0.00104355024262,-1.24e-08,-2e-10
0.0010524852934,-1.07e-08,-7e-10
0.00106149684757,-9.4e-09,-2e-10
0.00107058556017,-8.5e-09,-4e-10
0.00107975209184,-7.7e-09,-7e-10
0.00108899710887,-6.9e-09,-4e-10
0.00109832128328,-6.5e-09,-3e-10
0.00110772529283,-6e-09,-5e-10
0.00111720982106,-5.8e-09,-5e-10
0.00112677555741,-5.6e-09,-4e-10
0.00113642319718,-5.5e-09,-6e-10
0.00114615344165,-5.2e-09,-8e-10
0.00115596699809,-4.8e-09,-6e-10
0.00116586457983,-4.7e-09,-8e-10
0.00117584690631,-4.6e-09,-4e-10
0.00118591470314,-4.3e-09,-5e-10
0.00119606870211,-4e-09,-5e-10
0.00120630964132,-3.8e-09,-5e-10
0.00121663826515,-3.8e-09,-5e-10
0.00122705532437,-3.7e-09,-5e-10
0.00123756157619,-3.7e-09,-6e-10
0.00124815778428,-3.3e-09,-3e-10
0.00125884471887,-3.3e-09,-5e-10
0.00126962315677,-3.4e-09,-5e-10
0.00128049388146,-3.3e-09,-8e-10
0.00129145768309,-3e-09,-6e-10
0.00130251535862,-3.2e-09,-7e-10
0.0013136677118,-3.3e-09,-7e-10
0.00132491555329,-3.2e-09,-7e-10
0.00133625970067,-2.7e-09,-7e-10
0.00134770097852,-3e-09,-6e-10
0.0013592402185,-2.9e-09,-5e-10
0.00137087825937,-2.7e-09,-5e-10
0.00138261594709,-2.9e-09,-6e-10
0.00139445413484,-2.6e-09,-6e-10
0.00140639368312,-2.6e-09,-4e-10
0.0014184354598,-2.4e-09,-4e-10
0.00143058034017,-2.4e-09,-6e-10
0.00144282920704,-2.7e-09,-9e-10
0.00145518295073,-2.5e-09,-4e-10
0.00146764246924,-2.3e-09,-3e-10
0.00148020866822,-2.2e-09,-5e-10
0.00149288246108,-2.3e-09,-6e-10
0.00150566476906,-2.4e-09,-6e-10
0.0015185565213,-2.4e-09,-6e-10
0.00153155865486,-2.3e-09,-6e-10
0.00154467211485,-2.1e-09,-4e-10
0.00155789785446,-2.3e-09,-5e-10
0.00157123683506,-2.5e-09,-5e-10
0.00158469002623,-2.3e-09,-6e-10
0.00159825840586,-2.1e-09,-4e-10
0.00161194296022,-2.3e-09,-7e-10
0.001625744684,-2e-09,-7e-10
0.00163966458044,-2.4e-09,-4e-10
0.00165370366135,-2.3e-09,-7e-10
0.00166786294721,-2.1e-09,-6e-10
0.00168214346723,-1.9e-09,-3e-10
0.00169654625943,-2.1e-09,-6e-10
0.00171107237074,-1.9e-09,-6e-10
0.00172572285703,-2e-09,-5e-10
0.00174049878322,-2e-09,-4e-10
0.00175540122335,-1.9e-09,-6e-10
0.00177043126065,-1.8e-09,-4e-10
0.00178558998763,-1.8e-09,-8e-10
0.00180087850615,-1.8e-09,-6e-10
0.00181629792751,-1.9e-09,-4e-10
0.00183184937252,-2e-09,-7e-10
0.00184753397159,-1.9e-09,-5e-10
0.00186335286481,-2e-09,-6e-10
0.00187930720202,-1.9e-09,-8e-10
0.00189539814293,-1.8e-09,-6e-10
0.00191162685714,-1.9e-09,-6e-10
0.00192799452431,-1.7e-09,-7e-10
0.00194450233416,-1.7e-09,-7e-10
0.00196115148663,-1.5e-09,-5e-10
0.00197794319192,-1.7e-09,-7e-10
0.00199487867057,-1.7e-09,-5e-10
0.00201195915361,-1.7e-09,-6e-10
0.00202918588259,-1.7e-09,-4e-10
0.00204656010969,-1.5e-09,-7e-10
0.00206408309781,-1.7e-09,-4e-10
0.00208175612068,-1.8e-09,-4e-10
0.0020995804629,-1.7e-09,-7e-10
0.0021175574201,-1.6e-09,-5e-10
0.00213568829901,-1.6e-09,-6e-10
0.00215397441751,-1.6e-09,-4e-10
0.00217241710481,-1.5e-09,-5e-10
0.00219101770146,-1.4e-09,-4e-10
0.00220977755951,-1.6e-09,-6e-10
0.00222869804259,-1.5e-09,-4e-10
0.002247780526,-1.4e-09,-4e-10
0.0022670263968,-1.6e-09,-6e-10
0.00228643705395,-1.3e-09,-9e-10
0.00230601390837,-1.4e-09,-4e-10
0.00232575838308,-1.6e-09,-5e-10
0.00234567191326,-1.6e-09,-4e-10
0.00236575594641,-1.6e-09,-3e-10
0.00238601194238,-1.6e-09,-7e-10
0.00240644137357,-1.7e-09,-7e-10
0.00242704572494,-1.6e-09,-7e-10
0.0024478264942,-1.3e-09,-5e-10
0.00246878519186,-1.5e-09,-9e-10
0.00248992334137,-1.2e-09,-6e-10
0.00251124247924,-1.6e-09,-3e-10
0.00253274415511,-1.5e-09,-4e-10
0.00255442993191,-1.4e-09,-4e-10
0.00257630138594,-1.2e-09,-5e-10
0.002598360107,-1.4e-09,-5e-10
0.00262060769849,-1.5e-09,-6e-10
0.00264304577757,-1.5e-09,-4e-10
0.00266567597521,-1.5e-09,-4e-10
0.00268849993636,-1.6e-09,-5e-10
0.00271151932007,-1.4e-09,-3e-10
0.00273473579958,-1.1e-09,-3e-10
0.00275815106244,-1.2e-09,-7e-10
0.00278176681068,-1.4e-09,-7e-10
0.00280558476088,-1.4e-09,-6e-10
0.00282960664434,-1.4e-09,-6e-10
0.00285383420715,-1.4e-09,-8e-10
0.00287826921039,-1.2e-09,-5e-10
0.0029029134302,-1.1e-09,-5e-10
0.00292776865791,-1.3e-09,-4e-10
0.00295283670022,-1.3e-09,-6e-10
0.00297811937927,-1.2e-09,-3e-10
0.00300361853284,-1.3e-09,-2e-10
