"V","Ib","Ie"
0.00329893816148,-1.2e-09,-8e-10
0.00332718421883,-1e-09,-5e-10
0.00335567212361,-1.2e-09,-2e-10
0.00338440394658,-1.1e-09,-6e-10
0.00341338177619,-1.2e-09,-6e-10
0.00344260771881,-9e-10,-4e-10
0.0034720838988,-1.3e-09,-7e-10
0.00350181245875,-8e-10,-2e-10
0.00353179555958,-1.3e-09,-4e-10
0.00356203538071,-1.1e-09,-6e-10
0.00359253412021,-1.1e-09,-2e-10
0.003623293995,-1.1e-09,-3e-10
0.00365431724095,-1.2e-09,-5e-10
0.00368560611309,-1.3e-09,-3e-10
0.00371716288576,-1.2e-09,-9e-10
0.00374898985277,-1e-09,-6e-10
0.00378108932757,-9e-10,-5e-10
0.0038134636434,-1e-09,-5e-10
0.00384611515352,-1e-09,-5e-10
0.0038790462313,-1e-09,-5e-10
0.00391225927044,-1.1e-09,-9e-10
0.00394575668515,-9e-10,-4e-10
0.0039795409103,-1e-09,-5e-10
0.00401361440161,-1.2e-09,-6e-10
0.00404797963581,-1.1e-09,-5e-10
0.00408263911087,-1.1e-09,-6e-10
0.00411759534612,-1e-09,-6e-10
0.00415285088247,-9e-10,-8e-10
0.00418840828258,-1e-09,-5e-10
0.00422427013108,-1.2e-09,-8e-10
0.00426043903468,-1.3e-09,-1e-09
0.00429691762246,-1.1e-09,-6e-10
0.00433370854597,-1e-09,-3e-10
0.00437081447949,-1.2e-09,-6e-10
0.00440823812018,-8e-10,-6e-10
0.00444598218832,-9e-10,-5e-10
0.00448404942744,-8e-10,-6e-10
0.0045224426046,-1.1e-09,-3e-10
0.00456116451052,-7e-10,-7e-10
0.00460021795985,-1.3e-09,-6e-10
0.00463960579131,-9e-10,-7e-10
0.00467933086793,-1.1e-09,-5e-10
0.00471939607727,-1e-09,-6e-10
0.00475980433159,-9e-10,-4e-10
0.00480055856811,-1e-09,-4e-10
0.00484166174918,-1e-09,-4e-10
0.00488311686253,-1e-09,-5e-10
0.00492492692146,-8e-10,-4e-10
0.00496709496506,-1.1e-09,-6e-10
0.00500962405847,-1.1e-09,-6e-10
0.00505251729305,-1.1e-09,-5e-10
0.00509577778664,-1e-09,-5e-10
0.00513940868378,-8e-10,-6e-10
0.00518341315591,-9e-10,-5e-10
0.00522779440166,-1.2e-09,-6e-10
0.00527255564701,-9e-10,-4e-10
0.0053177001456,-9e-10,-6e-10
0.00536323117889,-1e-09,-5e-10
0.00540915205646,-1e-09,-8e-10
0.00545546611622,-9e-10,-4e-10
0.00550217672467,-8e-10,-6e-10
0.00554928727712,-8e-10,-6e-10
0.00559680119796,-1.3e-09,-6e-10
0.00564472194089,-1e-09,-6e-10
0.0056930529892,-1.1e-09,1e-10
0.00574179785598,-1.2e-09,-9e-10
0.00579096008442,-7e-10,-5e-10
0.00584054324803,-9e-10,-7e-10
0.00589055095095,-1e-09,-7e-10
0.00594098682813,-8e-10,-6e-10
0.00599185454569,-1e-09,-4e-10
0.0060431578011,-9e-10,-5e-10
0.00609490032353,-9e-10,-6e-10
0.00614708587403,-1.1e-09,-5e-10
0.00619971824591,-1.1e-09,-4e-10
0.0062528012649,-9e-10,-5e-10
0.00630633878954,-8e-10,-7e-10
0.00636033471137,-1e-09,-4e-10
0.00641479295526,-9e-10,-5e-10
0.0064697174797,-1e-09,-4e-10
0.00652511227705,-7e-10,-2e-10
0.00658098137388,-1e-09,-5e-10
0.0066373288312,-1.3e-09,-5e-10
0.00669415874483,-1e-09,-6e-10
0.00675147524563,-9e-10,-6e-10
0.00680928249985,-9e-10,-7e-10
0.00686758470939,-1.1e-09,-7e-10
0.00692638611216,-1e-09,-4e-10
0.00698569098231,-9e-10,-7e-10
0.00704550363063,-1e-09,-6e-10
0.00710582840479,-9e-10,-7e-10
0.00716666968971,-1.1e-09,-3e-10
0.00722803190783,-1e-09,-6e-10
0.00728991951947,-7e-10,-4e-10
0.00735233702313,-9e-10,-4e-10
0.00741528895585,-9e-10,-6e-10
0.00747877989348,-8e-10,-4e-10
0.00754281445109,-9e-10,-7e-10
0.00760739728323,-1e-09,-7e-10
0.00767253308432,-9e-10,-5e-10
0.00773822658898,-1.1e-09,-7e-10
0.00780448257236,-8e-10,-4e-10
0.00787130585048,-1.1e-09,-4e-10
0.00793870128063,-1.2e-09,-5e-10
0.00800667376167,-1.3e-09,-7e-10
0.00807522823439,-1.1e-09,-6e-10
0.00814436968191,-1e-09,-6e-10
0.00821410313002,-8e-10,-4e-10
0.0082844336475,-9e-10,-7e-10
0.00835536634657,-1e-09,-7e-10
0.00842690638322,-7e-10,-3e-10
0.00849905895756,-8e-10,-6e-10
0.00857182931424,-1e-09,-4e-10
0.00864522274283,-9e-10,-5e-10
0.00871924457816,-9e-10,-6e-10
0.00879390020076,-8e-10,-8e-10
0.00886919503721,-1e-09,-6e-10
0.00894513456059,-9e-10,-2e-10
0.00902172429079,-1.1e-09,-5e-10
0.00909896979501,-8e-10,-6e-10
0.00917687668808,-8e-10,-4e-10
0.00925545063294,-6e-10,-4e-10
0.00933469734098,-8e-10,-6e-10
0.00941462257252,-1e-09,-1e-10
0.00949523213719,-8e-10,-1e-09
0.00957653189436,-1.1e-09,-4e-10
0.00965852775357,-9e-10,-3e-10
0.00974122567498,-8e-10,-5e-10
0.00982463166974,-7e-10,-6e-10
0.00990875180051,-9e-10,-3e-10
0.00999359218183,-9e-10,-6e-10
0.0100791589806,-1e-09,-5e-10
0.0101654584165,-6e-10,-6e-10
0.0102524967626,-5e-10,-6e-10
0.0103402803455,-8e-10,-7e-10
0.010428815546,-1.1e-09,-7e-10
0.0105181087996,-8e-10,-3e-10
0.0106081665969,-9e-10,-6e-10
0.0106989954841,-9e-10,-5e-10
0.0107906020633,-7e-10,-9e-10
0.0108829929933,-7e-10,-7e-10
0.0109761749898,-9e-10,-7e-10
0.011070154826,-9e-10,-5e-10
0.0111649393332,-1.1e-09,-5e-10
0.0112605354012,-6e-10,-9e-10
0.0113569499786,-1.1e-09,-5e-10
0.0114541900736,-8e-10,-4e-10
0.0115522627545,-1.1e-09,-4e-10
0.0116511751501,-9e-10,-8e-10
0.01175093445,-9e-10,-6e-10
0.0118515479056,-1.3e-09,-7e-10
0.0119530228304,-6e-10,-5e-10
0.0120553666003,-8e-10,-7e-10
0.0121585866547,-8e-10,-5e-10
0.0122626904963,-1e-09,-5e-10
0.0123676856923,-8e-10,-8e-10
0.0124735798747,-8e-10,-5e-10
0.0125803807407,-1e-09,-5e-10
0.0126880960534,-7e-10,-8e-10
0.0127967336426,-8e-10,-6e-10
0.0129063014049,-8e-10,-7e-10
0.0130168073046,-9e-10,-8e-10
0.0131282593742,-9e-10,-2e-10
0.0132406657149,-7e-10,-5e-10
0.0133540344975,-1.1e-09,-3e-10
0.0134683739624,-9e-10,-5e-10
0.0135836924208,-9e-10,-7e-10
0.0136999982551,-9e-10,-6e-10
0.0138172999193,-9e-10,-5e-10
0.0139356059398,-8e-10,-3e-10
0.0140549249162,-8e-10,-5e-10
0.0141752655215,-8e-10,-7e-10
0.014296636503,-9e-10,-7e-10
0.0144190466831,-1e-09,-3e-10
0.0145425049596,-7e-10,-5e-10
0.0146670203063,-7e-10,-7e-10
0.0147926017741,-7e-10,-5e-10
0.0149192584914,-8e-10,-4e-10
0.0150469996646,-8e-10,-5e-10
0.0151758345789,-7e-10,-4e-10
0.0153057725992,-1e-09,-7e-10
0.0154368231704,-8e-10,-6e-10
0.0155689958184,-7e-10,-7e-10
0.0157023001507,-8e-10,-4e-10
0.0158367458568,-7e-10,-8e-10
0.0159723427094,-9e-10,-6e-10
0.0161091005648,-7e-10,-5e-10
0.0162470293637,-7e-10,-6e-10
0.0163861391319,-7e-10,-8e-10
0.0165264399812,-7e-10,-4e-10
0.0166679421096,-5e-10,-4e-10
0.0168106558028,-8e-10,-3e-10
0.0169545914344,-8e-10,-2e-10
0.0170997594668,-9e-10,-7e-10
0.017246170452,-8e-10,-5e-10
0.0173938350325,-7e-10,-6e-10
0.0175427639416,-9e-10,-8e-10
0.0176929680049,-1e-09,-7e-10
0.0178444581403,-8e-10,-6e-10
0.0179972453595,-7e-10,-9e-10
0.0181513407682,-9e-10,-6e-10
0.0183067555675,-8e-10,-6e-10
0.0184635010542,-8e-10,-6e-10
0.0186215886218,-9e-10,-8e-10
0.0187810297614,-1e-09,-6e-10
0.0189418360626,-1e-09,-4e-10
0.0191040192141,-1e-09,-5e-10
0.0192675910047,-8e-10,-3e-10
0.0194325633242,-8e-10,-8e-10
0.0195989481642,-9e-10,-6e-10
0.0197667576188,-6e-10,-5e-10
0.0199360038859,-8e-10,-5e-10
0.0201066992677,-8e-10,-5e-10
0.0202788561718,-7e-10,-4e-10
0.0204524871119,-9e-10,-6e-10
0.020627604709,-8e-10,-4e-10
0.020804221692,-7e-10,-6e-10
0.0209823508991,-9e-10,-6e-10
0.0211620052781,-8e-10,-7e-10
0.0213431978878,-6e-10,-4e-10
0.0215259418987,-1e-09,-4e-10
0.0217102505943,-7e-10,-4e-10
0.0218961373716,-5e-10,-6e-10
0.0220836157423,-7e-10,-6e-10
0.0222726993341,-6e-10,-7e-10
0.0224634018911,-7e-10,-3e-10
0.022655737275,-6e-10,-5e-10
0.0228497194666,-7e-10,-6e-10
0.0230453625659,-7e-10,-6e-10
0.0232426807939,-8e-10,-4e-10
0.0234416884935,-6e-10,-7e-10
0.0236424001301,-8e-10,-4e-10
0.0238448302931,-9e-10,-5e-10
0.0240489936969,-1e-09,-3e-10
0.0242549051817,-8e-10,-5e-10
0.0244625797149,-6e-10,-3e-10
0.0246720323919,-8e-10,-5e-10
0.0248832784377,-8e-10,-8e-10
0.0250963332072,-7e-10,-9e-10
0.0253112121871,-8e-10,-3e-10
0.0255279309966,-8e-10,-3e-10
0.0257465053886,-8e-10,-5e-10
0.0259669512508,-7e-10,-7e-10
0.0261892846073,-8e-10,-8e-10
0.0264135216189,-7e-10,-6e-10
0.0266396785851,-8e-10,-6e-10
0.0268677719449,-7e-10,-6e-10
0.027097818278,-9e-10,-7e-10
0.027329834306,-5e-10,-5e-10
0.0275638368939,-6e-10,-8e-10
0.0277998430508,-7e-10,-6e-10
0.0280378699318,-9e-10,-5e-10
0.0282779348385,-8e-10,-6e-10
0.0285200552208,-7e-10,-3e-10
0.0287642486782,-7e-10,-7e-10
0.0290105329605,-6e-10,-5e-10
0.0292589259699,-8e-10,-8e-10
0.0295094457615,-9e-10,-5e-10
0.0297621105453,-5e-10,-3e-10
0.0300169386869,-8e-10,-4e-10
0.0302739487095,-8e-10,-2e-10
0.0305331592947,-7e-10,-6e-10
0.030794589284,-6e-10,-3e-10
0.0310582576804,-6e-10,-6e-10
0.0313241836495,-8e-10,-6e-10
0.0315923865209,-6e-10,-8e-10
0.03186288579,-8e-10,-5e-10
0.0321357011188,-8e-10,-6e-10
0.0324108523378,-9e-10,-4e-10
0.0326883594473,-6e-10,-2e-10
0.0329682426189,-7e-10,-7e-10
0.0332505221968,-5e-10,-7e-10
0.0335352186993,-7e-10,-7e-10
0.0338223528207,-8e-10,-3e-10
0.0341119454322,-7e-10,-3e-10
0.0344040175838,-7e-10,-3e-10
0.0346985905057,-8e-10,-3e-10
0.03499568561,-7e-10,-7e-10
0.035295324492,-7e-10,-4e-10
0.035597528932,-8e-10,-6e-10
0.0359023208967,-6e-10,-5e-10
0.0362097225408,-7e-10,-5e-10
0.036519756209,-7e-10,-5e-10
0.0368324444371,-8e-10,-7e-10
0.0371478099537,-1e-09,-4e-10
0.0374658756824,-7e-10,-6e-10
0.0377866647428,-7e-10,-8e-10
0.0381102004524,-9e-10,-6e-10
0.0384365063286,-9e-10,-6e-10
0.0387656060901,-8e-10,-6e-10
0.0390975236584,-7e-10,-3e-10
0.0394322831601,-6e-10,-6e-10
0.0397699089285,-6e-10,-6e-10
0.0401104255048,-1e-09,-4e-10
0.0404538576406,-4e-10,-3e-10
0.0408002302996,-7e-10,-4e-10
0.0411495686589,-7e-10,-3e-10
0.0415018981113,-5e-10,-4e-10
0.0418572442671,-8e-10,-3e-10
0.0422156329558,-7e-10,-6e-10
0.0425770902281,-7e-10,-1e-10
0.0429416423577,-8e-10,-4e-10
0.0433093158433,-7e-10,-4e-10
0.0436801374104,-9e-10,-5e-10
0.0440541340135,-7e-10,-4e-10
0.0444313328377,-6e-10,-9e-10
0.044811761301,-7e-10,-8e-10
0.045195447056,-6e-10,-3e-10
0.0455824179924,-7e-10,-4e-10
0.0459727022382,-4e-10,-4e-10
0.0463663281628,-8e-10,-2e-10
0.0467633243779,-5e-10,-7e-10
0.0471637197407,-8e-10,-3e-10
0.0475675433552,-7e-10,-5e-10
0.0479748245747,-4e-10,-3e-10
0.0483855930037,-6e-10,-4e-10
0.0487998785003,-8e-10,-5e-10
0.0492177111783,-8e-10,-4e-10
0.0496391214092,-5e-10,-6e-10
0.0500641398246,-8e-10,-5e-10
0.0504927973184,-6e-10,-5e-10
0.0509251250489,-8e-10,-5e-10
0.0513611544414,-6e-10,-6e-10
0.0518009171901,-4e-10,-7e-10
0.0522444452606,-1e-09,-4e-10
0.0526917708922,-7e-10,-4e-10
0.0531429266003,-5e-10,-6e-10
0.0535979451786,-7e-10,-5e-10
0.0540568597017,-5e-10,-7e-10
0.0545197035273,-6e-10,-5e-10
0.0549865102987,-5e-10,-3e-10
0.0554573139474,-6e-10,-7e-10
0.0559321486952,-5e-10,-9e-10
0.0564110490571,-6e-10,-4e-10
0.0568940498436,-5e-10,-7e-10
0.0573811861631,-8e-10,-4e-10
0.0578724934249,-5e-10,-5e-10
0.0583680073412,-6e-10,-6e-10
0.05886776393,-7e-10,-5e-10
0.059371799518,-5e-10,-5e-10
0.0598801507424,-7e-10,-8e-10
0.0603928545546,-5e-10,-2e-10
0.0609099482222,-8e-10,-5e-10
0.0614314693318,-7e-10,-6e-10
0.0619574557918,-7e-10,-4e-10
0.0624879458354,-5e-10,-7e-10
0.0630229780231,-5e-10,-7e-10
0.0635625912453,-5e-10,-6e-10
0.0641068247257,-5e-10,-5e-10
0.0646557180237,-7e-10,-5e-10
0.0652093110375,-3e-10,-4e-10
0.0657676440067,-3e-10,-4e-10
0.0663307575157,-6e-10,-6e-10
0.0668986924962,-7e-10,-6e-10
0.0674714902305,-5e-10,-8e-10
0.0680491923543,-7e-10,-6e-10
0.0686318408598,-6e-10,-4e-10
0.0692194780987,-7e-10,-5e-10
0.0698121467855,-7e-10,-6e-10
0.0704098900001,-4e-10,-4e-10
0.0710127511915,-1e-10,-4e-10
0.0716207741808,-4e-10,4e-10
0.0722340031641,-1e-10,-2e-10
0.0728524827159,-3e-10,-4e-10
0.0734762577925,-6e-10,-4e-10
0.0741053737351,-4e-10,-5e-10
0.0747398762731,-5e-10,-4e-10
0.0753798115274,-5e-10,-6e-10
0.0760252260137,-6e-10,-5e-10
0.0766761666463,-5e-10,-7e-10
0.0773326807408,-6e-10,-6e-10
0.0779948160183,-5e-10,-6e-10
0.0786626206081,-6e-10,-6e-10
0.079336143052,-6e-10,-9e-10
0.080015432307,-4e-10,-3e-10
0.0807005377497,-3e-10,-6e-10
0.0813915091791,-5e-10,-5e-10
0.0820883968208,-8e-10,-7e-10
0.0827912513305,-5e-10,-5e-10
0.0835001237974,-4e-10,-8e-10
0.0842150657483,-6e-10,-6e-10
0.0849361291511,-7e-10,-4e-10
0.0856633664188,-5e-10,-6e-10
0.0863968304129,-4e-10,-7e-10
0.0871365744477,-5e-10,-7e-10
0.087882652294,-4e-10,-5e-10
0.088635118183,-3e-10,-7e-10
0.0893940268101,-3e-10,-6e-10
0.090159433339,-4e-10,-7e-10
0.0909313934061,-3e-10,-4e-10
0.0917099631236,-6e-10,-5e-10
0.0924951990846,-4e-10,-5e-10
0.0932871583665,-2e-10,-8e-10
0.0940858985356,-5e-10,-6e-10
0.0948914776508,-3e-10,-5e-10
0.0957039542684,-6e-10,-5e-10
0.096523387446,-6e-10,-6e-10
0.0973498367468,-4e-10,-5e-10
0.098183362244,-6e-10,-8e-10
0.0990240245252,-4e-10,-4e-10
0.0998718846966,-5e-10,-5e-10
0.100727004388,-6e-10,-7e-10
0.101589445756,-6e-10,-4e-10
0.102459271491,-5e-10,-3e-10
0.103336544819,-7e-10,-8e-10
0.104221329506,-1e-09,-8e-10
0.105113689868,-4e-10,-5e-10
0.106013690767,-3e-10,-5e-10
0.106921397623,-3e-10,-3e-10
0.107836876417,-5e-10,-7e-10
0.108760193693,-7e-10,-4e-10
0.109691416564,-2e-10,-7e-10
0.110630612721,-2e-10,-4e-10
0.111577850431,-3e-10,-8e-10
0.112533198549,-4e-10,-5e-10
0.113496726515,-5e-10,-3e-10
0.114468504369,-2e-10,-5e-10
0.115448602746,-3e-10,-5e-10
0.116437092889,-6e-10,-4e-10
0.117434046648,-6e-10,-5e-10
0.118439536492,-4e-10,-5e-10
0.119453635507,-5e-10,-2e-10
0.120476417406,-4e-10,-8e-10
0.121507956534,-6e-10,-5e-10
0.122548327872,-3e-10,-7e-10
0.123597607042,-2e-10,-7e-10
0.124655870315,-6e-10,-4e-10
0.125723194614,-8e-10,-4e-10
0.126799657522,-2e-10,-4e-10
0.127885337283,-4e-10,-5e-10
0.128980312816,-2e-10,-5e-10
0.130084663711,-5e-10,-6e-10
0.131198470243,-3e-10,-4e-10
0.132321813371,-4e-10,-5e-10
0.13345477475,-1e-10,-6e-10
0.134597436733,-7e-10,-5e-10
0.135749882377,-2e-10,-7e-10
0.136912195453,-2e-10,-6e-10
0.138084460447,-2e-10,-5e-10
0.139266762569,-2e-10,-5e-10
0.140459187758,-1e-10,-6e-10
0.141661822691,-2e-10,-6e-10
0.142874754783,-1e-10,-6e-10
0.144098072202,0.0,-6e-10
0.145331863868,-5e-10,-7e-10
0.146576219464,-2e-10,-5e-10
0.147831229439,0.0,-3e-10
0.149096985018,-2e-10,-4e-10
0.150373578208,-4e-10,-7e-10
0.1516611018,-5e-10,-7e-10
0.152959649384,-2e-10,-6e-10
0.154269315348,-4e-10,-6e-10
0.15559019489,-3e-10,-4e-10
0.156922384022,-1e-10,-7e-10
0.15826597958,1e-10,-5e-10
0.159621079226,-4e-10,-5e-10
0.16098778146,-4e-10,-6e-10
0.162366185627,-6e-10,-4e-10
0.163756391919,-2e-10,-4e-10
0.165158501389,-1e-10,-5e-10
0.166572615954,-4e-10,-4e-10
0.167998838402,-2e-10,-8e-10
0.169437272405,0.0,-5e-10
0.170888022518,-1e-10,-7e-10
0.172351194196,-3e-10,-6e-10
0.173826893792,1e-10,-3e-10
0.175315228575,-1e-10,-8e-10
0.176816306727,1e-10,-4e-10
0.17833023736,-1e-10,-4e-10
0.179857130519,-1e-10,-9e-10
0.181397097191,-1e-10,-3e-10
0.182950249314,-2e-10,-9e-10
0.184516699784,0.0,-5e-10
0.186096562464,-1e-10,-5e-10
0.18768995219,3e-10,-6e-10
0.189296984785,-2e-10,-5e-10
0.190917777059,-2e-10,-5e-10
0.192552446827,-2e-10,-4e-10
0.19420111291,-2e-10,-5e-10
0.195863895146,-2e-10,-6e-10
0.197540914399,-2e-10,-3e-10
0.199232292571,0.0,-7e-10
0.200938152604,-1e-10,-3e-10
0.202658618494,-3e-10,-6e-10
0.2043938153,0.0,-5e-10
0.206143869149,-3e-10,-8e-10
0.207908907251,-3e-10,-5e-10
0.209689057902,-4e-10,-6e-10
0.211484450499,-1e-10,-5e-10
0.213295215547,0.0,-4e-10
0.215121484666,-3e-10,-4e-10
0.216963390604,3e-10,-5e-10
0.218821067249,-1e-10,-5e-10
0.220694649629,3e-10,-6e-10
0.222584273934,-1e-10,-8e-10
0.224490077516,-2e-10,-4e-10
0.226412198905,2e-10,-4e-10
0.228350777818,-2e-10,-6e-10
0.230305955166,-5e-10,-6e-10
0.232277873067,1e-10,-6e-10
0.234266674858,-2e-10,-7e-10
0.2362725051,-2e-10,-5e-10
0.238295509595,3e-10,-5e-10
0.24033583539,0.0,-7e-10
0.242393630795,-1e-10,-7e-10
0.244469045386,0.0,-8e-10
0.246562230022,3e-10,-4e-10
0.248673336853,2e-10,-5e-10
0.250802519332,0.0,-7e-10
0.252949932226,2e-10,-9e-10
0.255115731626,2e-10,-4e-10
0.25730007496,0.0,-6e-10
0.259503121006,2e-10,-5e-10
0.261725029899,0.0,-7e-10
0.263965963145,1e-10,-4e-10
0.266226083634,-1e-10,-7e-10
0.268505555651,4e-10,-6e-10
0.270804544887,3e-10,-1.1e-09
0.273123218451,1e-10,-7e-10
0.275461744884,2e-10,-7e-10
0.277820294169,7e-10,-9e-10
0.280199037745,2e-10,-8e-10
0.28259814852,-2e-10,-9e-10
0.28501780088,3e-10,-4e-10
0.287458170706,0.0,-1.2e-09
0.289919435385,7e-10,-7e-10
0.292401773821,1e-10,-7e-10
0.294905366452,7e-10,-1.1e-09
0.29743039526,6e-10,-9e-10
0.299977043784,7e-10,-9e-10
0.302545497137,2e-10,-1.3e-09
0.305135942014,-3e-10,-1.1e-09
0.307748566712,-1e-10,-9e-10
0.310383561136,6e-10,-1.1e-09
0.313041116822,6e-10,-1.4e-09
0.315721426941,8e-10,-1.6e-09
0.318424686321,4e-10,-1e-09
0.321151091458,0.0,-1.5e-09
0.323900840529,7e-10,-1.8e-09
0.32667413341,0.0,-1.9e-09
0.329471171685,4e-10,-1.9e-09
0.332292158667,1e-10,-2.3e-09
0.335137299409,9e-10,-2.6e-09
0.33800680072,5e-10,-2.6e-09
0.340900871178,7e-10,-2.7e-09
0.343819721148,4e-10,-3e-09
0.346763562798,3e-10,-3.7e-09
0.34973261011,3e-10,-3.4e-09
0.352727078899,4e-10,-4.1e-09
0.355747186827,2e-10,-4.5e-09
